Language,Hits
Tombulu,0
Nyeu,0
Tobagonian Creole English,0
Kháng,0
Wiru,0
Giyug,0
Neverver,0
Balaesang,0
Marind,0
Indo-Portuguese,0
Gula’alaa,0
Marau,0
Glavda,0
Bajelani,0
Diuwe,0
Mbalanhu,0
Maden,0
Beaver,0
Piamatsina,0
Bharia,0
Kono,0
Mamusi,0
Carolinian,0
Ere,0
Kuk,0
Daantanai’,0
Helong,0
Mosiro,0
Mewati,0
Tondi Songway Kiini,0
Efai,0
Meitei,0
Belanda Viri,0
Safeyoka,0
Yindjibarndi,0
Neme,0
Gbii,0
Nduga,0
Konda,0
Moken,0
Kanggape,0
Walser,0
Pacoh,0
Mbongno,0
Yala,0
Hulung,0
Heyo,0
Kera,0
Komodo,0
Larike-Wakasihu,0
Tibea,0
Mfumte,0
Roglai,0
Lyélé,0
Tandia,0
Kayan,0
Bemba,0
Batui,0
Bungu,0
Ghanaian Sign Language,0
Kaqchikel,0
Quechua,0
Tennet,0
Moloko,0
Kurrama,0
Dogri,0
Lopit,0
Maklew,0
Uab Meto,0
Balau,0
Margany,0
Tause,0
Muya,0
Pali,0
Chichimeco-Jonaz,0
Shi,0
Wè Southern,0
Binahari,0
Tunjung,0
Kachama-Ganjule,0
Kanite,0
Pemon,0
Mser,0
Gujarati,0
Pidgin Bantu,0
Thulung,0
Kinyarwanda,0
Luwo,0
Makhuwa-Saka,0
Yupik,0
Murrinh-Patha,0
Ningil,0
Abidji,0
Finland-Swedish Sign Language,0
Aka-Kede,0
Mal Paharia,0
Bauzi,0
Gelao,0
Pije,0
Dendi,0
Nuaulu,0
Balanta-Kentohe,0
Tsishingini,0
Batu,0
Kanyok,0
Siliput,0
Obanliku,0
Otomi,0
Yanesha’,0
Fore,0
Aromanian,0
Yulu,0
Tamazight,0
Garrwa,0
Minaveha,0
Klamath-Modoc,0
Giiwo,0
Tiwi,0
Malua Bay,0
Mawak,0
Negeri Sembilan Malay,0
Arapesh,0
Bavarian,0
Marka,0
Kimîîru,0
Tyap,0
Lisabata-Nuniali,0
Northwestern !Kung,0
Guragone,0
Kairak,0
Yaygir,0
Tangko,0
Tauade,0
Orowe,0
Waboda,0
Kamasau,0
Giangan,0
Malvi,0
Dair,0
Oko-Eni-Osayen,0
Ati,0
Wanambre,0
Kaingang,0
Anufo,0
Pela,0
Rikbaktsa,0
Bekwarra,0
Chalikha,0
Dení,0
Andaqui,0
Kopar,0
Nyaneka,0
Ambelau,0
Yoidik,0
Thiin,0
Tongwe,0
Bidiyo,0
Djabwurrung,0
Sapé,0
Huichol,0
Ch’orti’,0
Banda-Mbrès,0
Gwa,0
Kanan,0
Mouwase,0
Anaang,0
Lolopo,0
Gepo,0
Maguindanaon,0
Kabola,0
Tolowa,0
Prasuni,0
Sardinian,0
Firan,0
Moresada,0
Mandaic,0
Kibala,0
Lese,0
Katukína,0
Kaluli,0
Mandobo Bawah,0
Kuan,0
Duhwa,0
Bwanabwana,0
Guguyimidjir,0
Buli,0
Kalmyk-Oirat,0
Betawi,0
Mamvu,0
Walungge,0
Ngäbere,0
Osing,0
Ibani,0
Kalkoti,0
Opao,0
Karekare,0
Niksek,0
Gwamhi-Wuri,0
Kofyar,0
Alumu-Tesu,0
Blaan,0
Bisaya,0
Qaqet,0
Carijona,0
Huachipaeri,0
Gola,0
Kpala,0
Mandinka,0
Makasar,0
Dondo,0
Bimin,0
Yaminahua,0
Nalik,0
Kulisusu,0
Kwanja,0
Beli,0
Aekyom,0
Luimbi,0
Marfa,0
Sãotomense,0
Jeri Kuo,0
Wikalkan,0
Umotína,0
Neve’ei,0
Bafaw-Balong,0
|Xam,0
Kofei,0
Bantoanon,0
Konchri Sain,0
Gaina,0
Gupapuyngu,0
Ghanongga,0
Aore,0
Arosi,0
Kaiwá,0
Maijuna,0
Ajumbu,0
Njerep,0
Abé,0
Siroi,0
Mae,0
Darkinyung,0
Balo,0
Ukue,0
Ouma,0
Qimant,0
Buna,0
Koenoem,0
Paasaal,0
Tunen,0
Chinese Pidgin English,0
Holiya,0
Mlomp,0
Laghuu,0
Aghul,0
Krumen,0
Mvanip,0
Nkem-Nkum,0
Karon Dori,0
Waorani,0
Bantayanon,0
Malagasy,0
Manem,0
Kepkiriwát,0
Yangkam,0
sTodsde,0
Kapingamarangi,0
Lao,0
Munsee,0
Tangchangya,0
Irarutu,0
Akolet,0
Canela,0
Yareba,0
Ncane,0
Petjo,0
Assamese,0
Amblong,0
Kohistani,0
Fanamaket,0
Clallam,0
Ngurmbur,0
Bateri,0
Okobo,0
Cahungwarya,0
Duna,0
Jilim,0
Trinidadian Creole English,0
Modang,0
Ulithian,0
Kumyk,0
Budu,0
Kosraean,0
Mbembe,0
Rajasthani,0
Mbonga,0
Mawes,0
Lusengo,0
Warji,0
Sauri,0
Dema,0
Chuvash,0
Burji,0
Pimbwe,0
Baoulé,0
Lak,0
Nusu,0
Kokata,0
Reta,0
Zazao,0
Goaria,0
Ndali,0
Samatao,0
Bille,0
Marwari,0
Lemoro,0
Mattokki,0
Nguôn,0
Isconahua,0
Ngwo,0
Pambia,0
Kulina Pano,0
Saramaccan,0
!Xóõ,0
Finnish,0
Maiani,0
Bonkiman,0
Ambrym,0
Yamba,0
Chachi,0
Jju,0
Bafia,0
Dhanki,0
Seit-Kaitetu,0
Musom,0
Muniche,0
Guiqiong,0
Tai Laing,0
Mbati,0
Odut,0
Loniu,0
Yela,0
Mpalitjanh,0
Mal,0
Karang,0
Mbre,0
Wurrugu,0
Iban,0
Olkol,0
Njyem,0
Guató,0
Ngulu,0
Mudburra,0
Somyev,0
Nyigina,0
Brokpake,0
Worrorra,0
Kui,0
Mboko,0
Apurinã,0
Tabriak,0
Lama,0
Indonesian,0
Bungku,0
Kurumba,0
Na’ahai,0
Furu,0
Mesmes,0
Awakateko,0
Bauria,0
Chadong,0
Dakpakha,0
Kuranko,0
Nyamal,0
Pirlatapa,0
Soo,0
Bontok,0
Batak Alas-Kluet,0
Thai,0
Waffa,0
Aghu-Tharnggala,0
Iyo,0
Nanai,0
Resígaro,0
Loloda,0
Gudu,0
Suena,0
Tho,0
Menominee,0
Hupa,0
Mullukmulluk,0
Warrwa,0
Ghomálá’,0
Moronene,0
Ekajuk,0
Ersu,0
Toro,0
Telefol,0
Uruangnirin,0
Poyanáwa,0
Lengilu,0
Matagalpa,0
Ebira,0
Todrah,0
Wuvulu-Aua,0
Dakota,0
Andi,0
Sewa Bay,0
Sierra Leone Sign Language,0
Wares,0
Mündü,0
Wa’ema,0
Gail,0
Arem,0
Karon,0
Layakha,0
Tat,0
Deg,0
Totela,0
Sumariup,0
Namla,0
Pal,0
Tagdal,0
Otoro,0
Yambeta,0
Ngarigu,0
Laopang,0
Woi,0
Kuku-Mu’inh,0
Walio,0
Nzakambay,0
Dza,0
Yabem,0
Veddah,0
Wagi,0
Kla-Dan,0
Warumungu,0
Ramopa,0
Aer,0
Wampís,0
Toba,0
Ngarla,0
Zhoa,0
Kashkay,0
Kplang,0
Marimanindji,0
Gorap,0
Pahari-Potwari,0
Tungag,0
Roria,0
Pero,0
Ratahan,0
Cora,0
Bainouk-Gunyuño,0
Bonjo,0
Gone Dau,0
Nar Phu,0
Gamkonora,0
Saya,0
Khwedam,0
Machinere,0
Arta,0
Fars,0
Mukha-Dora,0
Bohtan Neo-Aramaic,0
Ida’an,0
To’abaita,0
Ko,0
Yaka,0
Mbangala,0
Merey,0
Kabwa,0
Vwanji,0
Kopkaka,0
Gagadu,0
Konai,0
Kibaku,0
Jemez,0
Hinduri,0
Judeo-Berber,0
Legbo,0
Umbugarla,0
Minang,0
Landoma,0
Kapin,0
Lombi,0
Bwisi,0
Bakpinka,0
Luba-Katanga,0
Avau,0
Yir-Yoront,0
Gata’,0
Morokodo,0
Suba-Simbiti,0
Ashkun,0
Ghale,0
Mian,0
Kumukio,0
Teop,0
Gaikundi,0
Malavedan,0
Auwe,0
Ngandyera,0
Toromono,0
Kiowa,0
Iwal,0
Mogofin,0
Gibanawa,0
Sikule,0
Chavacano,0
Kaibobo,0
Ngemba,0
Gujari,0
V’ënen Taut,0
Badui,0
Morawa,0
Enya,0
Nenets,0
Pagibete,0
Buol,0
Herero,0
Sighu,0
Buriat,0
Wandji,0
Tasmate,0
Dobel,0
Wadjiginy,0
Wangkayutyuru,0
Algonquin,0
Karko,0
Filipino,0
Kendem,0
Chittagonian,0
Gapapaiwa,0
Kurdish,0
Uda,0
Sechelt,0
Baygo,0
Waima’a,0
Kwinti,0
Kutu,0
Atta,0
Me’phaa,0
Prai,0
Ulumanda’,0
Pilagá,0
Wailaki,0
Baga Kaloum,0
Mendankwe-Nkwen,0
Warluwara,0
Kendayan,0
Jebero,0
Degema,0
Iu Mien,0
Udmurt,0
Equatorial Guinean Pidgin,0
Traveller Scottish,0
Kinnauri,0
Maninkakan,0
Tucano,0
Aweer,0
Kombe,0
Lamaholot,0
Goodenough,0
Pech,0
Shoo-Minda-Nye,0
Liv,0
Bareli,0
Totonaco del cerro Xinolatépetl,0
Kemak,0
Fyer,0
Odia,0
Pantar,0
Ormu,0
Swabian,0
Kumbainggar,0
Turks and Caicos Creole English,0
Muskogee,0
Yekora,0
Turi,0
Dungan,0
Aleut,0
Ngambay,0
Namakura,0
Dom,0
Taveta,0
Wangganguru,0
Ndasa,0
Serui-Laut,0
Mam,0
Turung,0
Nema,0
Dai,0
Nisu,0
Hoti,0
Kalagan,0
Nyunga,0
Lishán Didán,0
Kisankasa,0
Selkup,0
Ganza,0
Pano,0
Haveke,0
Etebi,0
Tarangan,0
Rer Bare,0
Bebele,0
Wadjigu,0
Kuay,0
Juray,0
Itneg,0
Bago-Kusuntu,0
Babanki,0
Isanzu,0
Ili’uun,0
Larevat,0
Mariyedi,0
Kusaal,0
Patamona,0
Anakalangu,0
Halbi,0
Dubli,0
Sukurum,0
Kamarian,0
Lhokpu,0
Saparua,0
Dabarre,0
Sempan,0
Nooksack,0
Mombum,0
Icelandic,0
||Gana,0
Legenyem,0
Luhu,0
Salish,0
Kata Kolok,0
Moi,0
Lik,0
Animere,0
Kamviri,0
Darlong,0
Lomaiviti,0
Parya,0
Iduna,0
Surbakhal,0
Traveller Danish,0
Munggui,0
Manchu,0
Anjam,0
Bangka,0
Gade,0
Suruí,0
Vamale,0
Li’o,0
Pitta Pitta,0
Vasavi,0
Kirikiri,0
Agta,0
Sanga,0
Mbat,0
Saho,0
Mewahang,0
Agatu,0
Guya,0
Pinjarup,0
Laha,0
Romano-Greek,0
Nuer,0
Berik,0
Kwanga,0
Monpa,0
Yahuna,0
Dhurga,0
Tunni,0
Vafsi,0
Idoma,0
Ndau,0
Záparo,0
Buruwai,0
Cebuano,0
Ke’o,0
Kushi,0
Kajaman,0
Tawala,0
Kpati,0
Natanzi,0
Malalamai,0
Nyabwa,0
Liabuku,0
Foma,0
Ifo,0
Dengese,0
Bangi,0
Mittu,0
Tuki,0
Angaité,0
Araona,0
Doga,0
Bikaru,0
Olumarama,0
Lamu-Lamu,0
Tutong,0
Tsogo,0
Ivatan,0
Niue,0
Ache,0
Yolngu Sign Language,0
Kota Marudu Talantang,0
Dotyali,0
Oy,0
Jaqaru,0
Tulu-Bohuai,0
Bahamas Creole English,0
Nanti,0
Gavar,0
Musar,0
Unua,0
Tai Ya,0
Tolomako,0
Bobo Madaré,0
Buglere,0
Guadeloupean Creole French,0
Kitja,0
Cornish,0
Khirwar,0
Thuri,0
Biem,0
Mbangwe,0
Yapese,0
Sorkhei,0
Kela,0
Carabayo,0
Chrau,0
Ekpeye,0
Zumbun,0
Pyapun,0
Gilima,0
Musasa,0
Newar,0
Kohin,0
Logba,0
Patep,0
Arguni,0
Amami-Oshima,0
Wumbvu,0
Reyesano,0
Haeke,0
Jamaican Sign Language,0
Kinabalian,0
Kwambi,0
Áncá,0
Yalunka,0
Joba,0
Hpon,0
Numanggang,0
Nyala,0
Kariya,0
Gorovu,0
Kadazan,0
Kinabatangan,0
Dene,0
Arára,0
Kumiai,0
Bezhta,0
Aguano,0
Ombo,0
Malapandaram,0
Mnong,0
Maldivian,0
Palauan,0
Ghayavi,0
Dhimba,0
Dong,0
Mufian,0
Bella Coola,0
Uruguayan Sign Language,0
Awa-Cuaiquer,0
Hai||om,0
Nepali,0
Barein,0
Uma’ Lung,0
Bidyara,0
Bumthangkha,0
Sonaga,0
Bakati’,0
Nkutu,0
Wardandi,0
Tunebo,0
Baniva,0
Sartang,0
Binukidnon,0
Lingua Franca,0
Wè Northern,0
Ronji,0
Iatmul,0
Miwok,0
Nauete,0
Jita,0
Ngbaka Manza,0
Chenapian,0
Sisaala,0
Doso,0
Foi,0
Nukunul,0
Yorta Yorta,0
Akuntsu,0
Hobyót,0
Kwakiutl,0
Kerewe,0
Biwat,0
Ngasa,0
Oksapmin,0
Mabaale,0
Yameo,0
Intha,0
Mbula-Bwazza,0
Djamindjung,0
Fongoro,0
Tula,0
Maleu-Kilenge,0
Ngombale,0
Baham,0
Rohingya,0
Gumawana,0
Piame,0
Fuyug,0
Teke-Tyee,0
Pomo,0
Ginyanga,0
Balti,0
Ega,0
Kagulu,0
Phola,0
Siane,0
Ufim,0
Hoava,0
Madak,0
Tembo,0
Tamil,0
Inuinnaqtun,0
Tagoi,0
Pahi,0
Guaraní,0
Lutos,0
Nemi,0
Guajá,0
Tambas,0
Baelelea,0
Chodri,0
Pom,0
Axamb,0
Bau,0
Yazgulyam,0
Settla,0
Ndoe,0
Lenyima,0
Fataluku,0
Babine,0
Budibud,0
Dewoin,0
Lote,0
Jonkor Bourmataguil,0
Pa-Hng,0
Lang’e,0
Suau,0
Ale,0
Nimi,0
Lacandon,0
Kombio,0
Bhaya,0
Kandozi-Chapra,0
Dagara,0
Kaba Démé,0
Muthuvan,0
Judeo-Tat,0
Guyanese Creole English,0
Sakachep,0
Laro,0
Oromo,0
Sampang,0
Zo,0
Guanano,0
Nagumi,0
Aiton,0
Saponi,0
Malango,0
Waritai,0
Mulaha,0
Ndaktup,0
Krobu,0
Bai,0
Lawu,0
Ayi,0
Bokobaru,0
Pinji,0
Kamba,0
Pankararú,0
Majhi,0
Maslam,0
Gungu,0
Kunimaipa,0
Iau,0
Lishana Deni,0
Parenga,0
Garhwali,0
Vishavan,0
Yapunda,0
Ilocano,0
Koneraw,0
Teme,0
Udihe,0
Zizilivakan,0
Laimbue,0
Nyangatom,0
Gogodala,0
Nakwi,0
Cree,0
Dhuwaya,0
Lingala,0
Wandala,0
Sakirabiá,0
Karingani,0
Jorto,0
Athpariya,0
Mambae,0
Korean,0
Dumi,0
Seko Tengah,0
Tontemboan,0
Lamalera,0
Sansi,0
Kaska,0
Kuni,0
Eritai,0
Gorowa,0
Wappo,0
Lingao,0
Rundi,0
Waka,0
Estonian Sign Language,0
Punthamara,0
Marenje,0
Bibbulman,0
Lika,0
Bayungu,0
Tapirapé,0
Karaboro,0
Argobba,0
Kgalagadi,0
Tsuvan,0
Megam,0
Engdewu,0
Wardaman,0
Asuri,0
Mpotovoro,0
Jadgali,0
Inupiatun,0
Kota,0
Nai,0
Kunama,0
Bagri,0
Hiligaynon,0
Phana’,0
Bonerate,0
Singapore Sign Language,0
Koluwawa,0
Sowari,0
Karanga,0
Gobu,0
Bhattiyali,0
Bishnupriya,0
Grebo,0
Mbudum,0
Nonuya,0
Ojibwa,0
Kayapó,0
Sedoa,0
Penang Sign Language,0
Vera’a,0
Anfillo,0
Kesawai,0
Lovono,0
Chehalis,0
Pinyin,0
Beeke,0
Hyam,0
Weh,0
Zorop,0
Namonuito,0
Samo,0
Natügu,0
Armenian,0
Kuce,0
Chukwa,0
Brunei,0
Kinuku,0
Piya-Kwonci,0
Tai Long,0
Bukitan,0
Apatani,0
Mituku,0
Adang,0
Uri,0
Cauca,0
Kiong,0
Muruwari,0
Manombai,0
Kankanay,0
Lewo Eleng,0
Mexican Sign Language,0
Indonesian Sign Language,0
Wára,0
Tanahmerah,0
Wiraféd,0
Marma,0
Tuwuli,0
Sian,0
Molof,0
Yawarawarga,0
Jimi,0
Serbian,0
Shabo,0
Tariana,0
Luiseño,0
Latundê,0
Arrernte,0
Teke-Kukuya,0
Amahai,0
Wahgi,0
Dholuo,0
Gogo,0
Caac,0
Nyungwe,0
Indian Sign Language,0
Pokangá,0
Toposa,0
Kofa,0
Awishira,0
Abau,0
Bubi,0
Hixkaryána,0
Kanga,0
Urapmin,0
Waioli,0
Tehit,0
Pohnpeian,0
Kharia,0
Yabarana,0
Brazilian Sign Language,0
Tîrî,0
Tai Pao,0
Waling,0
Lugbara,0
Bokyi,0
Kintaq,0
Chhulung,0
Sawai,0
Moksela,0
Badaga,0
Guhu-Samane,0
Mukulu,0
Penchal,0
Sanskrit,0
Margu,0
Bwaidoka,0
Butmas-Tur,0
Rapoisi,0
Igana,0
Cherokee,0
Phupa,0
Tafi,0
Semnam,0
Kpan,0
Madi,0
Judeo-Arabic,0
Kung,0
Afro-Seminole Creole,0
Aneme Wake,0
Eggon,0
Baniwa,0
Mgbolizhia,0
Centúúm,0
Amaimon,0
Tiwa,0
Bozaba,0
Nkumbi,0
Mang,0
Pirriya,0
Bainouk-Samik,0
Gamo,0
Kaamba,0
Yerong,0
Koraga,0
Karuwali,0
Galice,0
Jaya,0
Wajiara,0
Sos Kundi,0
Utarmbung,0
Okpe,0
Anam,0
Soi,0
Phowa,0
Laeko-Libuat,0
Kunduvadi,0
Tauya,0
Sidamo,0
Mandja,0
Seti,0
Balkan Gagauz Turkish,0
Wuzlam,0
Cao Miao,0
Koma,0
Humene,0
Mangerr,0
Edopi,0
Baatonum,0
Makaa,0
Nambya,0
Rongga,0
Bende,0
Akwa,0
Nagarchal,0
Songe,0
Bidyogo,0
Iha Based Pidgin,0
Nggwahyi,0
Kryts,0
Ladino,0
Shall-Zwall,0
Snohomish,0
Berbice Creole Dutch,0
Mengaka,0
Urali,0
Manat,0
German Sign Language,0
Gagauz,0
Iowa-Oto,0
Nyengo,0
Andoque,0
Basa-Gumna,0
Changriwa,0
Lilau,0
Kauwera,0
Krung,0
Avokaya,0
Pamosu,0
Eskayan,0
Tiv,0
Kusunda,0
Urimo,0
Umpila,0
Fiwaga,0
Biyom,0
Man Met,0
Wamey,0
Bauwaki,0
Mfinu,0
Seba,0
Austrian Sign Language,0
Halang,0
Mangole,0
Tese,0
Djeebbana,0
Mankanya,0
Dâw,0
Saxon,0
Tepehuan,0
Mayogo,0
Kiunum,0
Teke-Tege,0
Wolio,0
Korop,0
Ngamambo,0
Sumbawa,0
Bari,0
Phala,0
Ososo,0
Akurio,0
Ndemli,0
Siona,0
Sasaru,0
Ditidaht,0
Karas,0
Daga,0
Unubahe,0
Gun,0
Guajajára,0
Hausa,0
Machame,0
Chitimacha,0
Monzombo,0
Yangman,0
Japreria,0
Murik,0
Yeni,0
Gadjerawang,0
Daungwurrung,0
Ndo,0
Mundabli,0
Befang,0
Samoan,0
Kimki,0
Manx,0
Kenyah,0
Subanon,0
Mbore,0
Mandingo,0
Amdang,0
Muyu,0
Denya,0
Ts’ün-Lao,0
Ullatan,0
Agavotaguerra,0
Gbagyi,0
Bangime,0
Sarua,0
Yahang,0
Baima,0
Dyirbal,0
Kadu,0
Kapauri,0
Yagua,0
Liana-Seti,0
Mwera,0
Teribe,0
Ripuarian,0
Isirawa,0
Afitti,0
Baangi,0
Jahanka,0
Kitharaka,0
Hula,0
Purum,0
Cayubaba,0
Ingush,0
Bench,0
Gaddi,0
Abaza,0
Basaa,0
Khvarshi,0
Oroko,0
Truká,0
Sama,0
Gangte,0
Motu,0
Darai,0
Etulo,0
Ona,0
Avikam,0
Kalou,0
Siuslaw,0
Bokha,0
Mampruli,0
Bumang,0
Jeh,0
Punan Tubu,0
Balantak,0
Wanggamala,0
Sokoro,0
Wongo,0
Kanakanabu,0
Inabaknon,0
Keiga,0
Bambalang,0
Tira,0
Siang,0
Tso,0
Djangun,0
Paulohi,0
Emem,0
Dargwa,0
Miltu,0
Sar,0
Hoia Hoia,0
Migabac,0
Gadaba,0
Phake,0
Yelmek,0
Wano,0
Côông,0
Batak Simalungun,0
Tchitchege,0
Mediak,0
Kwoma,0
Aputai,0
Kwinsu,0
Baram,0
Ong,0
Yimas,0
Mungkip,0
Mbandja,0
Wampar,0
Malila,0
Yace,0
Wakabunga,0
Gyem,0
Bu,0
Chakma,0
Totonac,0
Kewat,0
Usoi,0
Namo,0
Embaloh,0
Mafea,0
Witoto,0
Kamuku,0
Wuliwuli,0
Mai Brat,0
Kukatja,0
Kayong,0
Izon,0
Amio-Gelimi,0
Nahuatl,0
Busami,0
Cochimi,0
Bipi,0
Sie,0
Kolami,0
Garingbal,0
Vaghua,0
Matumbi,0
Lahu,0
Nukna,0
Puare,0
Gobasi,0
Paunaka,0
Limilngan,0
C’Lela,0
Andh,0
Moro,0
Ipiko,0
Ika,0
Gor,0
Forak,0
Torá,0
Svan,0
Sugut Dusun,0
Loarki,0
Ná-Meo,0
Shughni,0
Vaagri Booli,0
Kuskokwim,0
Spokane,0
Serer-Sine,0
Mbe,0
Bisis,0
Yucatec Maya Sign Language,0
Hadza,0
Yanyuwa,0
Mpade,0
Geez,0
Bamwe,0
Thu Lao,0
Phupha,0
Wogamusin,0
Kimaghima,0
Ibu,0
Bashkort,0
Miao,0
Dameli,0
Matipuhy,0
Shawi,0
Nume,0
Kamakan,0
Binandere,0
Torau,0
Pulabu,0
Vinza,0
Muratayak,0
Binukid,0
Puinave,0
Yidiny,0
Anyin Morofo,0
Susu,0
Boghom,0
Purisimeño,0
Japanese,0
Kwa,0
A-Pucikwar,0
Naskapi,0
Ticuna,0
Maay,0
Tamasheq,0
Koiali,0
Waube,0
Birhor,0
Tyaraity,0
Pendau,0
Wallisian,0
Seki,0
Dzongkha,0
Pitcairn-Norfolk,0
Itawit,0
Kafa,0
Macanese,0
Aoheng,0
Ormuri,0
Mawayana,0
Lamnso’,0
Iquitu,0
Odiai,0
Turoyo,0
Rao,0
Krongo,0
Baybayanon,0
Ngatik Men’s Creole,0
Maidu,0
Guwamu,0
Malimba,0
Mintil,0
Siawi,0
Adangbe,0
Tinani,0
Gugubera,0
Tol,0
Koba,0
Aceh,0
Crimean Tatar,0
Osage,0
Vanuma,0
Limbu,0
Fembe,0
Loo,0
Marúbo,0
Dirasha,0
Ogbogolo,0
Gbe,0
Bine,0
Ibaloi,0
Krahn,0
Yonaguni,0
Manobo,0
Camsá,0
Olushisa,0
Wangkumara,0
Dawro,0
Efik,0
Venetian,0
Mingang Doso,0
Takia,0
Daho-Doo,0
Sinsauru,0
Ute-Southern Paiute,0
Valman,0
Rengao,0
Kubi,0
Sangir,0
Luri,0
Shor,0
Miqie,0
Barbacoas,0
Maiadomu,0
Koyo,0
Temuan,0
Gbaya,0
Nara,0
Mogum,0
Lewotobi,0
Kanufi,0
||Ani,0
Djadjawurrung,0
Bon Gula,0
Sambalpuri,0
Wakhi,0
Lusi,0
Petats,0
Gooniyandi,0
Kistane,0
Chinook Wawa,0
Kim Mun,0
Yatay,0
Banam Bay,0
Kutep,0
Lubukusu,0
Alur,0
Labu,0
Mvuba,0
Ashe,0
Friulian,0
Tatana,0
Noon,0
Puroik,0
Zabana,0
Sonia,0
Ik,0
Neku,0
Ndolo,0
Nali,0
Awiyaana,0
Adamorobe Sign Language,0
Nekgini,0
Gonja,0
Psikye,0
Soninke,0
Hassaniyya,0
Levuka,0
Gupa-Abawa,0
Izii,0
Samba Daka,0
Tarifit,0
Bedjond,0
Bukharic,0
Rahambuu,0
Waama,0
Konso,0
Duri,0
Ngardi,0
Sakata,0
Ponam,0
Awyi,0
Mundari,0
Haroti,0
Dongotono,0
Bura-Pabir,0
Turiwára,0
Yug,0
Cham,0
Katcha-Kadugli-Miri,0
Yauma,0
Ngbundu,0
Isoko,0
Dida,0
Bitare,0
Delo,0
Pai Tavytera,0
Tupuri,0
Somrai,0
Toura,0
Adonara,0
Tseku,0
Sunda,0
Alune,0
Tugen,0
Kusu,0
Kaimbulawa,0
Slavey,0
Lhao Vo,0
Dangaléat,0
Ket,0
Kon Keu,0
Iko,0
Bru,0
Ambrak,0
Sénoufo,0
Bena,0
Miriwoong Sign Language,0
Ajawa,0
Kiembu,0
Maia,0
Emberá,0
Akebu,0
Bhujel,0
Trieng,0
Kawe,0
Duwet,0
Konni,0
Mlahsö,0
Semimi,0
Sekani,0
Ifè,0
Kaiku,0
Naaba,0
Amele,0
Stoney,0
Emilian,0
Xakriabá,0
Sabaot,0
Nambo,0
Mon,0
Ipulo,0
Puluwatese,0
Yora,0
Korku,0
Takuu,0
Kimaragang,0
Nguluwan,0
Konkani,0
Yandruwandha,0
Yaroamë,0
Azha,0
Katso,0
Aranadan,0
Yuchi,0
Urak Lawoi’,0
Bierebo,0
Apache,0
Siar-Lak,0
Salumá,0
Ponosakan,0
Lolak,0
Fayu,0
Danuwar,0
Gavião do Jiparaná,0
Baga Koga,0
Chiapanec,0
Wichí Lhamtés Nocten,0
Tumtum,0
Beba,0
Awabakal,0
Kwakum,0
Kaytetye,0
Lui,0
Gavião,0
Sri Lankan Creole Malay,0
Mbala,0
Sangkong,0
Angal Enen,0
Tepehua,0
Bayono,0
Darmiya,0
Karata,0
Gal,0
Irish Sign Language,0
Sera,0
Dampelas,0
Stod Bhoti,0
Chara,0
Kohumono,0
Phuie,0
Pande,0
Blackfoot,0
Goundo,0
Tukang Besi South,0
Guriaso,0
Gumatj,0
Nicaraguan Sign Language,0
Maindo,0
Vunapu,0
Som,0
Kosena,0
Senaya,0
Mak,0
Vlaams,0
Quapaw,0
Ligurian,0
Phimbi,0
Mubami,0
Bangolan,0
Kerewo,0
Bukiyip,0
Buang,0
Mongol,0
Purepecha,0
Putoh,0
Kasiguranin,0
Ho-Chunk,0
Mori Atas,0
Omagua,0
Avatime,0
Zhuang,0
Asilulu,0
Chichewa,0
Phende,0
Bolondo,0
Hyolmo,0
Lepcha,0
Mongolian,0
Duala,0
Selangor Sign Language,0
Zande,0
Jwira-Pepesa,0
Papua New Guinean Sign Language,0
Reel,0
Bunganditj,0
Kok Borok,0
Kadiwéu,0
Kanashi,0
Mpiemo,0
Baga Manduri,0
Ménik,0
Nupe-Nupe-Tako,0
Arop-Lokep,0
Woiwurrung,0
Nukuini,0
Bhadrawahi,0
Saraiki,0
Kaulong,0
Deori,0
Mauwake,0
Dompo,0
Dzalakha,0
Mazandarani,0
Blang,0
Tiéfo,0
Teiwa,0
Hamap,0
Onin Based Pidgin,0
Lawa,0
Réunion Creole French,0
Baeggu,0
Babuza,0
Tugutil,0
Fulah,0
Bube,0
Andaman Creole Hindi,0
Lere,0
Pima Bajo,0
Elu,0
Sherdukpen,0
Minigir,0
Kua,0
Luwati,0
Nalögo,0
Futuna-Aniwa,0
Huilliche,0
Zulgo-Gemzek,0
Duli-Gey,0
Avestan,0
Sekapan,0
Nukuoro,0
Kikai,0
Amharic,0
Chiru,0
Sarli,0
Dogoso,0
Adioukrou,0
Bilen,0
Bedawiyet,0
Dzùùngoo,0
Doe,0
Perai,0
Izere,0
Mwatebu,0
Majhwar,0
Pyu,0
Nkoroo,0
Bannoni,0
Nuni,0
Madhi Madhi,0
Iten,0
Gorontalo,0
Biali,0
Akoose,0
Awadhi,0
Bosnian,0
Waropen,0
Hmwaveke,0
Ushojo,0
Mpur,0
Gimme,0
Uruava,0
Pémono,0
Dulbu,0
Macedonian,0
Selee,0
Okiek,0
Yaben,0
Barakai,0
Uamué,0
Lukabaras,0
Kuo,0
Nyanga,0
Vitou,0
Kulina,0
Jofotek-Bromnya,0
Pangwa,0
Krahô,0
Kwerisa,0
Ngando,0
Tamagario,0
Kalanadi,0
Siraya,0
Jiarong,0
Sialum,0
Chichonyi-Chidzihana-Chikauma,0
Banda-Banda,0
Maba,0
